Week,Day,,How to think,Best practices,Patterns,Anti pattern,Limitaciones
,En Syllabus,"> Teoría:
  - (Hacer mención a Skill 8.1)

  + Listas y diccionarios en Python
    - Listas (Array)
      -- Iteradores más comunes: Map y Filter
    - Tuplas (Lista ordenada inmutable)
    - Conjuntos (Set - Listas no ordenadas sin duplicados)
    - Diccionarios
      -- Notación corchete (nombre['atributo'])
      -- Métodos útiles: get(), update(), defaultdict()

","""- Desarrollar un flujo si hay un objetivo solo, que son: 
 -- Mutar un valor de un proceso global
 -- obtener un valor y retornarlo
- Comprender diferencia entre listas, duplas, conjuntos
- Definir y manipular una lista, dupla o conjunto
- Buscar elementos en una lista, dupla o conjunto
- Ordenar listas
- Construir y manipular diccionarios","-  Aprender a gestionar listas con bucles y con métodos del lenguaje.

- No memorizar.  Investiga cada que necesites usar un método
","

- Homogeneidad en arrays/colección

- Iterar copia o Inversa","- El Cajón de Sastre: listas con varios tipos de datos.

- Mutación durante iteración 

- Acceso:        Usar lista[100] sin verificar el tamaño, devuelve error.
",- No IA
,En Syllabus,Ejercicios de JS que deban traducirse a Python.,,,,,
10,29,Skill: Escribir código reutilizable mediante la implementación de funciones,,,,,
,En Syllabus,"> Teoría:
  - (Hacer mención a Skill 8.1)

  + Funciones Python
    - ¿Qué es un bloque de código?
    - Dar nombre a un bloque de código (creando una función)
    - Párametros (cómo pasar valores a una función)  
      - Incluye breve referencia a *args y **kwargs
    - ¿Cómo devuelve valores una función? (funcionamiento del return y especificación del tipo de dato devuelto) 
    - Métodos vs funciones vs procedimientos (funciones que devuelven valor y funciones que no)
    - Métodos y funciones para trabajar con datos primitivos (string, number, etc)  
    - funciones anónimas (lambdas)

 + CLIs
   - Qué es un CLI
   - Por qué son útiles los CLIs para los humanos (especialmente desarrolladores)
   - ¿Cómo crear un CLI exitoso? (incluir diferencia entre una CLI y un script)

 + CLIs y la IA
   - Por qué los CLIs son útiles para la IA
   - ¿Cómo la IA usa los CLIs?
   - Aspectos fundamentales para un buen CLI para una IA:
     -- Salida estructurada y parseable
     -- Códigos de salida y errores predecibles
     -- Idempotencia  y operaciones no interactivas
     -- Discoverabilidad sin contexto humano (--help exhaustivo)
     -- Determinismo
     -- Operaciones atómicas y de bajo riesgo por defecto
     -- Límites de contexto/tamaño de salida
     -- Versionado y estabilidad de la interfaz","
- Reconocer los valores que necesita mi funcion para lograr su objetivo
- Reconocer el tipo de funcion que requiero
- Mantener el principio de responsabilidad única

- Identificar cuando existe un """"paso por referencia"""" y cuando es un """"paso por valor""""
","

- Elegir un nombre adecuado en las funciones, el nombre debe ser descriptivo a lo quehace la misma 



","- Determinismo. A una misma entrada , la misma salida","
- Abuso de funciones lambda


- Entradas de datos por stdin en CLIs
",- No IA
,En Syllabus,> Proyecto: To-do List CLI (Reutilizado),,,,,
10,30,Skill: Representar objetos de la vida real mediante datos estructurados de tipo objeto en Python,,,,,
,En Syllabus,"> Teoría:
  + Programación Orientada a Objetos en Python:
    - ¿Qué es una clase?
    - Clases vs Objetos
    - Principios de la Programación Orientada a Objetos
      -- Abstracción
      -- Herencia
      -- Polimorfismo
      -- Encapsulación

  + Representación de objetos en Python: 
    - Clases (Base Class)
      -- Sintaxis
    - Atributo vs Valor
    - Notación punto (nombre.atributo)
    - Acceso a propiedades
    - Métodos
    - Manipulación de objetos","- Entender que con una sola Clase (Enemigo) puedo crear 100 Objetos distintos (orco1, orco2), cada uno con su propia vida y posición.

- Comprender que la aplicación de esta teoría es principalmente para la creación de modelos para la base de datos (a futuro) y leer código existente

","- Gestionar sesiones correctamente: usar get_db() con yield como dependency injection, hacer commit() solo cuando todo fue exitoso y rollback() ante errores. En contextos async, usar AsyncSession con create_async_engine.
- Cargar relaciones de forma consciente: usar selectinload o joinedload explícitamente para evitar el problema N+1. Nunca confiar en el lazy loading por defecto en FastAPI async.","Estado + Comportamiento: Una clase debe tener datos (self.vida) y métodos que modifiquen esos datos (recibir_daño()).

El Primer Parámetro: Explicar que self no es mágico, es solo una convención para el primer argumento. ""Cuando el objeto actúa, necesita saber sobre quién actuar"".

Atributos de Instancia: Siempre definir los atributos dentro del constructor:

Objetos dentro de Objetos: La clase Coche tiene un atributo self.ruedas, que es una lista de objetos Rueda.

Lista de Objetos: Una sola lista usuarios = [] donde cada elemento es una instancia de la clase Usuario.","La Clase Estática: Enseñar clases que solo son contenedores de funciones (como una clase Matematicas con métodos sumar). Eso no es POO, es agrupación de funciones.

Acceso Total: Modificar atributos desde fuera sin control: jugador.xp += 100. Si luego quieres poner un límite de nivel, tendrás que buscar en todo el código.

Herencia Profunda (Deep Hierarchy): Animal -> Mamifero -> Canino -> Perro -> Caniche. Es imposible de mantener.

Funciones Externas: Crear funciones fuera de la clase que manipulan al objeto.

Declarar variables fuera del __init__.

Datos Primitivos: coche.rueda1_presion, coche.rueda2_presion.

Arrays Paralelos: Tener nombres = [] y edades = []. Si ordenas uno, el otro se desincroniza.",
,En Syllabus,Ejercicios de representación de clases.,,,,,
,,### BACKEND DEVELOPMENT WITH CODING AGENTS ###,,,,,
11,31,Skill: Diseñar la arquitectura del backend según la naturaleza de la solución y las necesidades del negocio,,,,,
,En Syllabus,"> Teoría:

  + Introducción al backend
    - ¿Qué es el backend?
      -- ¿Cuál es el rol del backend?
      -- Lenguajes de backend más utilizados

  + Arquitecturas más comunes en el backend
    - MVC
    - Arquitectura en capas (introducción a la arquitectura hexagonal, muy light)
    - Serverless

  + Separación por dominios o responsabilidades en Python: 
    - PEP8
    - Imports : absoluta y relativa (__init__.py)
    - Importación con alias
    - ¿Cómo evitar importaciones circulares?

  + Introduction to FastAPI
    - ¿Qué es un framework?
    - ¿Por qué es importante un framework para construir una API?
    - ¿Qué es FastAPI?
    - Elementos principales de FastAPI (estructura base, endpoints, ApiRouter, modelos)
    - Instalando FastAPI con uv

  + Documentación de APIs
    - ¿En qué consiste documentar una API?
    - ¿Por qué es importante documentar una API?
      -- Relevancia para LLMs y agentes
    - Buenas prácticas en documentación de APIs
      -- Para humanos
      -- Para agentes
    - Documentación en FastAPI","- Pensar en la arquitectura desde el inicio, sin sobrediseño.
- Reconocer la importancia de generar estructura en el backend
- Identificar las ventajas de una estructura modularizada en cuanto a organización, mantenibilidad y eficiencia de código
- Reconocer los elementos principales de la estructura de un proyecto usando un framework como FastAPI",,,,
,En Syllabus,Proyecto: Hacer una propuesta de organización de la arquitectura de backend para el proyecto transversal.,,,,,
11,32,Skill: Answering front end user-triggered requests using APIs,,,,,
,En Syllabus,"> Teoría: 
  (Referencia a la Skill 14)

  + Gestión del virtual env en python
    - ¿Qué es un virtual env?
    - ¿Qué es uv? (la herramienta de gestión de paquetes creada por Astra y adquirida por OpenAI en 2026 por su velocidad en gestión de paquetes)
    - Comandos principales de `uv` para gestionar paquetes (instalar, actualizar...)
    - uv vs pipenv vs. pip + venv
    - Buenas prácticas en la gestión de virtual env usando `uv`

  + Building a Python API to serve the frontend
    - ¿Qué es una API? (refrescamiento de conocimientos)
    - ¿Qué es un endpoint? ¿Para qué sirven?
    - Construyendo los endpoints que necesita el frontend
      -- ¿Qué significa CRUD?
      -- Trabajando con llamadas GET, POST, PATCH/PUT, DELETE (sin almacenamiento)
    - ¿Por qué es fundamental realizar validaciones en todos los endpoints?
    - Serializando la respuesta como la quiere el frontend 

  + Validando datos de APIs con Pydantic
    - ¿Qué es Pydantic?
    - Por qué es importante el uso de Pydantic
    - ¿Cómo modelar objetos con Pydantic?
    - ¿Cómo usar Pydantic para validar la entrada de datos en un endpoint?
    - ¿Cómo usar Pydantic para definir la estructura de la respuesta de un endpoint? 

  + Serializers
    - ¿Qué es un serializador?
    - ¿Para qué se utiliza?
      -- validación de inputs (prompt, parámetros)
      -- outputs grandes (streaming, chunking)
      -- formatos (JSON, multipart)
    - Data Transfer Objects (DTOs) vs Modelos de BD: Por qué NUNCA se debe serializar el modelo de la base de datos directamente hacia el frontend.
    - Seguridad en la Deserialización","- Las APIs se prueban con tests y clientes HTTP (Postman, Insomnia...) no con frontend
- Asociar métodos HTTP con acciones concretas de un endpoint
- Comprender que el backend no persiste datos.
- Entender las necesidades del frontend para dar respuestas acordes
- Validar la documentación generada por FastAPI
- la documentación se genera sola si usas bien los tipos Pydantic.
- FastAPI usa Pydantic para validar que los datos sean correctos antes de que entren a tu función.
- Recursos (Sustantivos): POST /users, GET /users. La URL define qué es, el método define qué haces.

- El serializer define el contrato de comunicación
- El serializer se convierte en una capa de seguridad y validación
- Los modelos internos no deben exponerse directamente
- La serialización también implica: tamaño de datos, formato, velocidad de transferencia.
- Especialmente relevante en: resultados de IA, embeddings, streaming de texto.
- La API debe diseñarse pensando en la pantalla que consume los datos.
- ¿El cliente realmente necesita todos estos datos?","- Acompañar un código HTTP con un mensaje siempre que se considere necesario y útil.

- Validar siempre inputs
- Usar DTOs para APIs
- Devolver solo los campos necesarios
- Limitar tamaño de payloads

- Sanitizar datos antes de serializar
","- Endpoints con métodos HTTP específicos (no generalistas)
- Serializar las respuestas de los endpoints
- Principio de única responsabilidad (single-responsibility, S en SOLID)
- Siempre responder con el código HTTP correcto
- Un endpoint, una responsabilidad

- Apalancamiento: Usar FastAPI para lo que es bueno: Validación de datos, Enrutamiento y Generación de documentación automática.
- Python Moderno (Type Hints)
- Recursos (Sustantivos): POST /users, GET /users.
- Consistencia de recursos: mantener el sustantivo de recurso, una vez definido para todos sus metodos http.
- Mapping / Alias: Configurar Pydantic para que acepte/envíe camelCase (JSON) pero tu código Python use snake_case. O acordar un estándar único.

- DTOs
- Input Validation Layer
- Output Transformation
- Streaming Serialization
- Response Shaping
- Pagination
- Backend for Frontend (BFF)","- Reinventar la Rueda: Intentar parsear el JSON del body manualmente o escribir un servidor de sockets desde cero ""para aprender"".
- Overfetching: serializar 30 campos cuando el cliente usa 3
- Nested Deep Objects: serializar más de 2 niveles de profundidad. (Si es necesario, solo colocar id)
- No Pagination.
- Incluir blobs o imágenes en un serializador.

- Serializar modelos de base de datos directamente
- Validar en la lógica de negocio
- Deserialización insegura
- Payloads excesivos - over-fetching
- Payloads insuficientes - Under-fetching
- Exponer estructura interna""",- Sin BD
